sent1,sent2,unicode,label,strategy,attribute,filename,emoji,separate_filenames
This is thinking_face [EM] thought_balloon [EM] light_bulb [EM] chart_increasing.,This is right decision.,U+1F914 U+1F4AD U+1F4A1 U+1F4C8,1,1,CORRECTNESS,238.png,🤔💭💡📈,"['noto-emoji/png/512/emoji_u1f914.png', 'noto-emoji/png/512/emoji_u1f4ad.png', 'noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u1f4c8.png']"
This is thinking_face [EM] check_mark_button.,This is right decision.,U+1F914 U+2705,1,1,CORRECTNESS,239.png,🤔✅,"['noto-emoji/png/512/emoji_u1f914.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is check_mark.,This is right answer.,U+2714 U+FE0F,1,4,CORRECTNESS,240.png,✔️,['noto-emoji/png/512/emoji_u2714.png']
This is check_mark [EM] page_facing_up [EM] writing_hand.,This is right answer.,U+2714 U+FE0F U+1F4C4 U+270D U+FE0F,1,0,CORRECTNESS,241.png,✔️📄✍️,"['noto-emoji/png/512/emoji_u2714.png', 'noto-emoji/png/512/emoji_u1f4c4.png', 'noto-emoji/png/512/emoji_u270d.png']"
This is right_arrow [EM] writing_hand [EM] check_mark_button.,This is right answer.,U+27A1 U+FE0F U+270D U+FE0F U+2705,1,0,CORRECTNESS,242.png,➡️✍️✅,"['noto-emoji/png/512/emoji_u27a1.png', 'noto-emoji/png/512/emoji_u270d.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is check_mark_button [EM] memo.,This is right answer.,U+2705 U+1F4DD,1,0,CORRECTNESS,243.png,✅📝,"['noto-emoji/png/512/emoji_u2705.png', 'noto-emoji/png/512/emoji_u1f4dd.png']"
This is hundred_points.,This is right answer.,U+1F4AF,1,4,CORRECTNESS,244.png,💯,['noto-emoji/png/512/emoji_u1f4af.png']
This is check_mark_button.,This is right answer.,U+2705,1,4,CORRECTNESS,245.png,✅,['noto-emoji/png/512/emoji_u2705.png']
This is thinking_face [EM] red_question_mark [EM] memo [EM] light_bulb [EM] pencil [EM] check_mark.,This is right answer.,U+1F914 U+2753 U+1F4DD U+1F4A1 U+270F U+FE0F U+2714 U+FE0F,1,1,CORRECTNESS,246.png,🤔❓📝💡✏️✔️,"['noto-emoji/png/512/emoji_u1f914.png', 'noto-emoji/png/512/emoji_u2753.png', 'noto-emoji/png/512/emoji_u1f4dd.png', 'noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u270f.png', 'noto-emoji/png/512/emoji_u2714.png']"
This is woman_raising_hand [EM] thumbs_up [EM] check_mark_button.,This is right answer.,U+1F64B U+200D U+2640 U+FE0F U+1F44D U+2705,1,1,CORRECTNESS,247.png,🙋‍♀️👍✅,"['noto-emoji/png/512/emoji_u1f64b.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is check_mark [EM] man.,This is right man.,U+2714 U+FE0F U+1F468,1,0,APPROPRIATENESS,248.png,✔️👨,"['noto-emoji/png/512/emoji_u2714.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is check_mark [EM] man [EM] two_hearts.,This is right man.,U+2714 U+FE0F U+1F468 U+1F495,1,0,APPROPRIATENESS,249.png,✔️👨💕,"['noto-emoji/png/512/emoji_u2714.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f495.png']"
This is right_arrow [EM] man [EM] OK_hand.,This is right man.,U+27A1 U+FE0F U+1F468 U+1F44C,1,0,APPROPRIATENESS,250.png,➡️👨👌,"['noto-emoji/png/512/emoji_u27a1.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f44c.png']"
This is thumbs_up [EM] person_in_suit_levitating.,This is right man.,U+1F44D U+1F574 U+FE0F,1,0,APPROPRIATENESS,251.png,👍🕴️,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f574.png']"
This is thumbs_up [EM] man.,This is right man.,U+1F44D U+1F468,1,0,APPROPRIATENESS,252.png,👍👨,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u1f468.png']"
This is backhand_index_pointing_right [EM] man_light_skin_tone_blond_hair.,This is right man.,U+1F449 U+1F471 U+1F3FB U+200D U+2642 U+FE0F,1,0,APPROPRIATENESS,253.png,👉👱🏻‍♂️,"['noto-emoji/png/512/emoji_u1f449.png', 'noto-emoji/png/512/emoji_u1f471.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u2642.png']"
This is woman [EM] smiling_face_with_heart-eyes [EM] man [EM] check_mark.,This is right man.,U+1F469 U+1F60D U+1F468 U+2714 U+FE0F,1,1,APPROPRIATENESS,254.png,👩😍👨✔️,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f60d.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2714.png']"
This is kiss_woman_man [EM] family_man_woman_boy_boy.,This is right man.,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,1,1,APPROPRIATENESS,255.png,👩‍❤️‍💋‍👨👨‍👩‍👦‍👦,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u2764.png', 'noto-emoji/png/512/emoji_u1f48b.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f466.png', 'noto-emoji/png/512/emoji_u1f466.png']"
This is backhand_index_pointing_right [EM] motorway.,This is right road.,U+1F449 U+1F6E3 U+FE0F,1,0,CORRECTNESS,256.png,👉🛣️,"['noto-emoji/png/512/emoji_u1f449.png', 'noto-emoji/png/512/emoji_u1f6e3.png']"
This is backhand_index_pointing_right [EM] motorway.,This is right road.,U+1F449 U+1F6E3 U+FE0F,1,0,CORRECTNESS,257.png,👉🛣️,"['noto-emoji/png/512/emoji_u1f449.png', 'noto-emoji/png/512/emoji_u1f6e3.png']"
This is right_arrow [EM] motorway.,This is right road.,U+27A1 U+FE0F U+1F6E3 U+FE0F,1,0,CORRECTNESS,258.png,➡️🛣️,"['noto-emoji/png/512/emoji_u27a1.png', 'noto-emoji/png/512/emoji_u1f6e3.png']"
This is check_mark_button [EM] motorway.,This is right road.,U+2705 U+1F6E3 U+FE0F,1,0,CORRECTNESS,259.png,✅🛣️,"['noto-emoji/png/512/emoji_u2705.png', 'noto-emoji/png/512/emoji_u1f6e3.png']"
This is check_mark [EM] motorway.,This is right road.,U+2714 U+FE0F U+1F6E3 U+FE0F,1,0,CORRECTNESS,260.png,✔️🛣️,"['noto-emoji/png/512/emoji_u2714.png', 'noto-emoji/png/512/emoji_u1f6e3.png']"
This is backhand_index_pointing_right [EM] motorway.,This is right road.,U+1F449 U+1F6E3,1,0,CORRECTNESS,261.png,👉🛣,"['noto-emoji/png/512/emoji_u1f449.png', 'noto-emoji/png/512/emoji_u1f6e3.png']"
This is automobile [EM] motorway [EM] check_mark.,This is right road.,U+1F697 U+1F6E3 U+FE0F U+2714 U+FE0F,1,0,CORRECTNESS,262.png,🚗🛣️✔️,"['noto-emoji/png/512/emoji_u1f697.png', 'noto-emoji/png/512/emoji_u1f6e3.png', 'noto-emoji/png/512/emoji_u2714.png']"
This is motorway [EM] up-right_arrow.,This is right road.,U+1F6E3 U+FE0F U+2197 U+FE0F,1,1,CORRECTNESS,263.png,🛣️↗️,"['noto-emoji/png/512/emoji_u1f6e3.png', 'noto-emoji/png/512/emoji_u2197.png']"
This is check_mark.,This is right thing.,U+2714 U+FE0F,1,6,RIGHTNESS,264.png,✔️,['noto-emoji/png/512/emoji_u2714.png']
This is check_mark [EM] thumbs_up.,This is right thing.,U+2714 U+FE0F U+1F44D,1,1,RIGHTNESS,265.png,✔️👍,"['noto-emoji/png/512/emoji_u2714.png', 'noto-emoji/png/512/emoji_u1f44d.png']"
This is right_arrow [EM] hundred_points.,This is right thing.,U+27A1 U+FE0F U+1F4AF,1,1,RIGHTNESS,266.png,➡️💯,"['noto-emoji/png/512/emoji_u27a1.png', 'noto-emoji/png/512/emoji_u1f4af.png']"
This is thumbs_up [EM] check_mark_button.,This is right thing.,U+1F44D U+2705,1,1,RIGHTNESS,267.png,👍✅,"['noto-emoji/png/512/emoji_u1f44d.png', 'noto-emoji/png/512/emoji_u2705.png']"
This is thumbs_up.,This is right thing.,U+1F44D,1,4,RIGHTNESS,268.png,👍,['noto-emoji/png/512/emoji_u1f44d.png']
This is hundred_points.,This is right thing.,U+1F4AF,1,4,RIGHTNESS,269.png,💯,['noto-emoji/png/512/emoji_u1f4af.png']
This is speaking_head [EM] check_mark.,This is right thing.,U+1F5E3 U+FE0F U+2714 U+FE0F,1,1,RIGHTNESS,270.png,🗣️✔️,"['noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u2714.png']"
This is grinning_face [EM] thumbs_up.,This is right thing.,U+1F600 U+1F44D,1,1,RIGHTNESS,271.png,😀👍,"['noto-emoji/png/512/emoji_u1f600.png', 'noto-emoji/png/512/emoji_u1f44d.png']"
This is shorts [EM] beach_with_umbrella.,This is short holiday.,U+1FA73 U+1F3D6,1,0,DURATION,272.png,🩳🏖,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f3d6.png']"
This is smiling_face_with_tear [EM] pinching_hand [EM] airplane [EM] shinto_shrine.,This is short holiday.,U+1F972 U+1F90F U+2708 U+FE0F U+26E9 U+FE0F,1,1,DURATION,273.png,🥲🤏✈️⛩️,"['noto-emoji/png/512/emoji_u1f972.png', 'noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u2708.png', 'noto-emoji/png/512/emoji_u26e9.png']"
This is hourglass_not_done [EM] beach_with_umbrella [EM] airplane [EM] luggage.,This is short holiday.,U+23F3 U+1F3D6 U+FE0F U+2708 U+FE0F U+1F9F3,1,0,DURATION,274.png,⏳🏖️✈️🧳,"['noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u1f3d6.png', 'noto-emoji/png/512/emoji_u2708.png', 'noto-emoji/png/512/emoji_u1f9f3.png']"
This is hourglass_done [EM] beach_with_umbrella.,This is short holiday.,U+231B U+1F3D6,1,0,DURATION,275.png,⌛🏖,"['noto-emoji/png/512/emoji_u231b.png', 'noto-emoji/png/512/emoji_u1f3d6.png']"
This is left-right_arrow [EM] desert_island [EM] bottle_with_popping_cork [EM] person_getting_massage [EM] person_in_steamy_room [EM] person_in_lotus_position.,This is short holiday.,U+2194 U+FE0F U+1F3DD U+FE0F U+1F37E U+1F486 U+1F9D6 U+1F9D8,1,1,DURATION,276.png,↔️🏝️🍾💆🧖🧘,"['noto-emoji/png/512/emoji_u2194.png', 'noto-emoji/png/512/emoji_u1f3dd.png', 'noto-emoji/png/512/emoji_u1f37e.png', 'noto-emoji/png/512/emoji_u1f486.png', 'noto-emoji/png/512/emoji_u1f9d6.png', 'noto-emoji/png/512/emoji_u1f9d8.png']"
This is pinching_hand [EM] beach_with_umbrella.,This is short holiday.,U+1F90F U+1F3D6 U+FE0F,1,0,DURATION,277.png,🤏🏖️,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f3d6.png']"
This is pinching_hand [EM] luggage [EM] baggage_claim.,This is short holiday.,U+1F90F U+1F9F3 U+1F6C4,1,1,DURATION,278.png,🤏🧳🛄,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f9f3.png', 'noto-emoji/png/512/emoji_u1f6c4.png']"
This is airplane_departure [EM] airplane_arrival.,This is short holiday.,U+1F6EB U+1F6EC,1,1,DURATION,279.png,🛫🛬,"['noto-emoji/png/512/emoji_u1f6eb.png', 'noto-emoji/png/512/emoji_u1f6ec.png']"
This is shorts [EM] cooked_rice.,This is short ration.,U+1FA73 U+1F35A,1,0,QUANTITY,280.png,🩳🍚,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f35a.png']"
This is pinching_hand [EM] roasted_sweet_potato [EM] bread [EM] egg.,This is short ration.,U+1F90F U+1F360 U+1F35E U+1F95A,1,0,QUANTITY,281.png,🤏🍠🍞🥚,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f360.png', 'noto-emoji/png/512/emoji_u1f35e.png', 'noto-emoji/png/512/emoji_u1f95a.png']"
This is pinching_hand [EM] potato [EM] roasted_sweet_potato [EM] cooked_rice.,This is short ration.,U+1F90F U+1F954 U+1F360 U+1F35A,1,0,QUANTITY,282.png,🤏🥔🍠🍚,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f954.png', 'noto-emoji/png/512/emoji_u1f360.png', 'noto-emoji/png/512/emoji_u1f35a.png']"
This is cross_mark_button [EM] shallow_pan_of_food.,This is short ration.,U+274E U+1F958,1,0,QUANTITY,283.png,❎🥘,"['noto-emoji/png/512/emoji_u274e.png', 'noto-emoji/png/512/emoji_u1f958.png']"
This is fast_down_button [EM] cooked_rice [EM] steaming_bowl.,This is short ration.,U+23EC U+1F35A U+1F35C,1,0,QUANTITY,284.png,⏬🍚🍜,"['noto-emoji/png/512/emoji_u23ec.png', 'noto-emoji/png/512/emoji_u1f35a.png', 'noto-emoji/png/512/emoji_u1f35c.png']"
This is pinching_hand [EM] bread.,This is short ration.,U+1F90F U+1F35E,1,0,QUANTITY,285.png,🤏🍞,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f35e.png']"
This is pinching_hand [EM] sheaf_of_rice.,This is short ration.,U+1F90F U+1F33E,1,0,QUANTITY,286.png,🤏🌾,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f33e.png']"
This is pinching_hand [EM] potato.,This is short ration.,U+1F90F U+1F954,1,0,QUANTITY,287.png,🤏🥔,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f954.png']"
This is shorts [EM] woman_light_skin_tone_red_hair.,This is short hair.,U+1FA73 U+1F469 U+1F3FB U+200D U+1F9B0,1,0,LENGTH,288.png,🩳👩🏻‍🦰,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f9b0.png']"
This is woman_getting_haircut [EM] right_arrow [EM] woman_red_hair.,This is short hair.,U+1F487 U+200D U+2640 U+FE0F U+27A1 U+FE0F U+1F469 U+200D U+1F9B0,1,1,LENGTH,289.png,💇‍♀️➡️👩‍🦰,"['noto-emoji/png/512/emoji_u1f487.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u27a1.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f9b0.png']"
This is person_getting_haircut.,This is short hair.,U+1F487,1,4,LENGTH,290.png,💇,['noto-emoji/png/512/emoji_u1f487.png']
This is pinching_hand [EM] curly_hair.,This is short hair.,U+1F90F U+1F9B1,1,0,LENGTH,291.png,🤏🦱,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f9b1.png']"
This is woman_red_hair [EM] woman_curly_hair [EM] person_curly_hair.,This is short hair.,U+1F469 U+200D U+1F9B0 U+1F469 U+200D U+1F9B1 U+1F9D1 U+200D U+1F9B1,1,2,LENGTH,292.png,👩‍🦰👩‍🦱🧑‍🦱,"['noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f9b0.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f9b1.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u1f9b1.png']"
This is woman_getting_haircut.,This is short hair.,U+1F487 U+200D U+2640 U+FE0F,1,4,LENGTH,293.png,💇‍♀️,"['noto-emoji/png/512/emoji_u1f487.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is pinching_hand [EM] woman_getting_haircut.,This is short hair.,U+1F90F U+1F487 U+200D U+2640 U+FE0F,1,0,LENGTH,294.png,🤏💇‍♀️,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f487.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is man_curly_hair [EM] woman_curly_hair.,This is short hair.,U+1F468 U+200D U+1F9B1 U+1F469 U+200D U+1F9B1,1,2,LENGTH,295.png,👨‍🦱👩‍🦱,"['noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f9b1.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f9b1.png']"
This is shorts [EM] passenger_ship [EM] dashing_away.,This is short smokestack.,U+1FA73 U+1F6F3 U+1F4A8,1,0,STATURE,296.png,🩳🛳💨,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f6f3.png', 'noto-emoji/png/512/emoji_u1f4a8.png']"
This is pinching_hand [EM] factory.,This is short smokestack.,U+1F90F U+1F3ED,1,0,STATURE,297.png,🤏🏭,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f3ed.png']"
This is ship [EM] dashing_away.,This is short smokestack.,U+1F6A2 U+1F4A8,1,1,STATURE,298.png,🚢💨,"['noto-emoji/png/512/emoji_u1f6a2.png', 'noto-emoji/png/512/emoji_u1f4a8.png']"
This is pinching_hand [EM] factory.,This is short smokestack.,U+1F90F U+1F3ED,1,0,STATURE,299.png,🤏🏭,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f3ed.png']"
This is hot_springs [EM] lungs [EM] dashing_away.,This is short smokestack.,U+2668 U+FE0F U+1FAC1 U+1F4A8,1,1,STATURE,300.png,♨️🫁💨,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1fac1.png', 'noto-emoji/png/512/emoji_u1f4a8.png']"
This is pinching_hand [EM] nut_and_bolt [EM] gear.,This is short smokestack.,U+1F90F U+1F529 U+2699 U+FE0F,1,1,STATURE,301.png,🤏🔩⚙️,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f529.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is pinching_hand [EM] ship.,This is short smokestack.,U+1F90F U+1F6A2,1,0,STATURE,302.png,🤏🚢,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f6a2.png']"
This is pinching_hand [EM] cigarette [EM] package.,This is short smokestack.,U+1F90F U+1F6AC U+1F4E6,1,0,STATURE,303.png,🤏🚬📦,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f6ac.png', 'noto-emoji/png/512/emoji_u1f4e6.png']"
This is shorts [EM] electric_plug.,This is short supply.,U+1FA73 U+1F50C,1,0,QUANTITY,304.png,🩳🔌,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f50c.png']"
This is pinching_hand [EM] light_bulb [EM] high_voltage.,This is short supply.,U+1F90F U+1F4A1 U+26A1,1,0,QUANTITY,305.png,🤏💡⚡,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f4a1.png', 'noto-emoji/png/512/emoji_u26a1.png']"
This is cross_mark [EM] pencil [EM] axe [EM] wrench.,This is short supply.,U+274C U+270F U+FE0F U+1FA93 U+1F527,1,0,QUANTITY,306.png,❌✏️🪓🔧,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u270f.png', 'noto-emoji/png/512/emoji_u1fa93.png', 'noto-emoji/png/512/emoji_u1f527.png']"
This is cross_mark_button [EM] potable_water.,This is short supply.,U+274E U+1F6B0,1,0,QUANTITY,307.png,❎🚰,"['noto-emoji/png/512/emoji_u274e.png', 'noto-emoji/png/512/emoji_u1f6b0.png']"
This is fast_down_button [EM] coat [EM] woman’s_clothes [EM] t-shirt [EM] jeans.,This is short supply.,U+23EC U+1F9E5 U+1F45A U+1F455 U+1F456,1,0,QUANTITY,308.png,⏬🧥👚👕👖,"['noto-emoji/png/512/emoji_u23ec.png', 'noto-emoji/png/512/emoji_u1f9e5.png', 'noto-emoji/png/512/emoji_u1f45a.png', 'noto-emoji/png/512/emoji_u1f455.png', 'noto-emoji/png/512/emoji_u1f456.png']"
This is double_exclamation_mark [EM] warning [EM] bread.,This is short supply.,U+203C U+FE0F U+26A0 U+FE0F U+1F35E,1,0,QUANTITY,309.png,‼️⚠️🍞,"['noto-emoji/png/512/emoji_u203c.png', 'noto-emoji/png/512/emoji_u26a0.png', 'noto-emoji/png/512/emoji_u1f35e.png']"
This is hut [EM] cross_mark.,This is short supply.,U+1F6D6 U+274C,1,0,QUANTITY,310.png,🛖❌,"['noto-emoji/png/512/emoji_u1f6d6.png', 'noto-emoji/png/512/emoji_u274c.png']"
This is pinching_hand [EM] package.,This is short supply.,U+1F90F U+1F4E6,1,0,QUANTITY,311.png,🤏📦,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f4e6.png']"
This is shorts [EM] dollar_banknote.,This is short money.,U+1FA73 U+1F4B5,1,0,QUANTITY,312.png,🩳💵,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f4b5.png']"
This is pinching_hand [EM] heavy_dollar_sign.,This is short money.,U+1F90F U+1F4B2,1,0,QUANTITY,313.png,🤏💲,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f4b2.png']"
This is cross_mark [EM] money_bag.,This is short money.,U+274C U+1F4B0,1,0,QUANTITY,314.png,❌💰,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f4b0.png']"
This is cross_mark_button [EM] money_bag.,This is short money.,U+274E U+1F4B0,1,0,QUANTITY,315.png,❎💰,"['noto-emoji/png/512/emoji_u274e.png', 'noto-emoji/png/512/emoji_u1f4b0.png']"
This is person_shrugging [EM] money_with_wings [EM] money_with_wings [EM] money_with_wings.,This is short money.,U+1F937 U+1F4B8 U+1F4B8 U+1F4B8,1,1,QUANTITY,316.png,🤷💸💸💸,"['noto-emoji/png/512/emoji_u1f937.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f4b8.png']"
This is pinching_hand [EM] dollar_banknote.,This is short money.,U+1F90F U+1F4B5,1,0,QUANTITY,317.png,🤏💵,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f4b5.png']"
This is money_bag [EM] money_with_wings [EM] pensive_face.,This is short money.,U+1F4B0 U+1F4B8 U+1F614,1,1,QUANTITY,318.png,💰💸😔,"['noto-emoji/png/512/emoji_u1f4b0.png', 'noto-emoji/png/512/emoji_u1f4b8.png', 'noto-emoji/png/512/emoji_u1f614.png']"
This is pinching_hand [EM] pound_banknote.,This is short money.,U+1F90F U+1F4B7,1,0,QUANTITY,319.png,🤏💷,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f4b7.png']"
This is shorts [EM] airplane.,This is short flight.,U+1FA73 U+2708 U+FE0F,1,0,DURATION,320.png,🩳✈️,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u2708.png']"
This is smiling_face_with_tear [EM] airplane.,This is short flight.,U+1F972 U+2708 U+FE0F,1,1,DURATION,321.png,🥲✈️,"['noto-emoji/png/512/emoji_u1f972.png', 'noto-emoji/png/512/emoji_u2708.png']"
This is hourglass_not_done [EM] airplane.,This is short flight.,U+23F3 U+2708 U+FE0F,1,0,DURATION,322.png,⏳✈️,"['noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u2708.png']"
This is hourglass_not_done [EM] airplane.,This is short flight.,U+23F3 U+2708,1,0,DURATION,323.png,⏳✈,"['noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u2708.png']"
This is hourglass_not_done [EM] airplane [EM] airplane_departure [EM] airplane_arrival.,This is short flight.,U+23F3 U+2708 U+FE0F U+1F6EB U+1F6EC,1,0,DURATION,324.png,⏳✈️🛫🛬,"['noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u2708.png', 'noto-emoji/png/512/emoji_u1f6eb.png', 'noto-emoji/png/512/emoji_u1f6ec.png']"
This is pinching_hand [EM] airplane.,This is short flight.,U+1F90F U+2708 U+FE0F,1,0,DURATION,325.png,🤏✈️,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u2708.png']"
This is airplane_departure [EM] pinching_hand [EM] hourglass_done [EM] airplane_arrival.,This is short flight.,U+1F6EB U+1F90F U+231B U+1F6EC,1,1,DURATION,326.png,🛫🤏⌛🛬,"['noto-emoji/png/512/emoji_u1f6eb.png', 'noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u231b.png', 'noto-emoji/png/512/emoji_u1f6ec.png']"
This is airplane_departure [EM] airplane_arrival.,This is short flight.,U+1F6EB U+1F6EC,1,6,DURATION,327.png,🛫🛬,"['noto-emoji/png/512/emoji_u1f6eb.png', 'noto-emoji/png/512/emoji_u1f6ec.png']"
This is shorts [EM] spiral_calendar.,This is short month.,U+1FA73 U+1F5D3,1,0,DURATION,328.png,🩳🗓,"['noto-emoji/png/512/emoji_u1fa73.png', 'noto-emoji/png/512/emoji_u1f5d3.png']"
This is pinching_hand [EM] calendar.,This is short month.,U+1F90F U+1F4C5,1,0,DURATION,329.png,🤏📅,"['noto-emoji/png/512/emoji_u1f90f.png', 'noto-emoji/png/512/emoji_u1f4c5.png']"
